10000
4	106 103 7 13 31
5	11 58 103 59 65 61
4	21 35 76 46 19
9	71 38 95 104 91 92 89 24 99 36
6	59 58 65 103 50 11 61
6	7 31 10 22 51 13 32
10	94 72 102 41 51 103 18 48 35 84 20
8	23 95 91 104 86 24 110 92 15
6	23 50 79 94 55 103 51
5	94 103 65 43 10 89
5	83 103 58 82 11 77
5	107 81 94 54 103 30
6	103 82 11 83 58 55 77
4	42 64 41 15 82
6	66 15 35 33 21 24 4
6	42 68 41 90 76 35 55
10	94 103 8 13 7 10 62 49 45 9 58
6	41 57 35 21 76 42 92
3	64 42 72 82
6	103 59 39 18 6 82 39
8	38 92 91 104 99 86 89 24 36
4	108 74 52 75 2
5	23 15 16 72 46 67
4	46 103 39 40 85
6	34 39 26 72 93 6 3
4	104 89 92 53 88
10	92 71 99 86 24 38 95 94 104 91 36
4	9 103 94 58 64
7	39 61 24 94 33 72 5 33
4	107 103 83 54 30
13	108 34 103 75 74 15 33 59 20 46 72 91 39 42
4	94 91 10 103 83
4	19 30 70 65 10
6	83 103 58 55 11 82 77
3	103 59 72 45
3	103 36 98 34
8	11 94 81 91 23 60 99 33 52
4	75 34 108 63 2
4	23 103 94 55 51
5	50 23 72 39 60 27
8	28 94 32 59 24 103 38 23 54
5	7 24 13 10 9 17
6	24 81 80 106 91 79 87
4	106 103 10 44 43
4	26 93 102 76 53
4	42 21 57 76 92
4	91 7 72 9 69
7	103 6 10 94 13 91 99 13
8	46 72 18 60 62 79 11 24 79
3	20 74 35 12
3	103 13 91 66
4	105 94 80 18 80
4	24 40 6 72 70
6	76 35 57 41 21 42 92
6	33 103 15 5 61 23 84
6	24 46 94 71 92 104 94
3	74 75 63 44
3	88 24 25 65
5	94 103 46 91 50 76
10	14 17 103 60 45 94 98 46 7 72 72
12	34 60 5 23 52 39 59 72 103 11 50 24 60
10	45 103 60 17 98 46 72 7 94 14 72
7	94 54 59 103 51 23 11 48
5	104 23 63 1 3 23
4	65 58 94 103 64
3	64 46 40 47
7	74 5 46 40 23 52 39 81
5	23 63 104 1 74 23
6	17 107 45 7 35 9 86
4	91 72 7 99 69
5	50 40 41 72 39 46
4	46 64 40 15 47
4	94 105 18 59 80
3	35 74 75 12
3	103 91 13 66
4	68 21 35 76 24
3	67 91 99 97
5	39 61 94 72 33 33
14	99 13 46 91 33 94 7 10 81 23 60 103 11 50 52
5	74 5 40 23 75 81
3	97 92 85 91
6	80 106 94 24 79 103 87
3	8 49 9 40
4	45 17 107 69 25
4	42 76 35 57 92
8	75 108 20 72 15 34 33 24 73
6	94 39 24 52 40 103 46
4	9 45 8 49 40
6	11 34 33 75 72 108 73
6	66 45 107 9 35 17 86
5	94 27 56 103 53 28
4	94 9 58 103 64
10	93 82 57 54 83 103 45 23 94 39 75
4	98 103 10 38 34
5	58 11 36 41 33 59
7	18 102 41 35 51 72 21 20
3	104 78 1 41
8	103 106 79 91 80 94 24 81 87
3	94 6 103 45
4	24 88 23 25 65
5	72 10 29 103 83 18
3	35 102 41 74
4	107 45 98 7 90
7	103 72 50 5 52 23 11 60
4	21 40 64 15 47
8	10 94 103 106 72 91 24 99 14
4	67 91 13 99 97
5	65 50 58 103 11 61
4	83 103 58 55 77
7	72 39 24 50 94 41 40 46
4	76 35 42 21 29
4	59 6 24 72 70
4	58 103 59 11 61
4	83 103 100 10 18
5	98 24 9 103 13 17
5	29 103 62 91 99 68
5	103 10 100 72 83 18
4	64 46 21 40 47
3	24 25 12 65
5	43 42 21 76 35 29
7	43 10 103 29 7 65 94 89
5	75 63 52 108 74 2
10	67 103 37 99 6 91 10 13 94 24 13
3	75 63 20 44
4	63 75 20 74 44
13	73 98 9 10 8 61 17 62 33 23 103 45 94 57
8	13 10 24 9 103 98 7 29 17
6	1 23 63 74 104 3 23
5	35 102 68 76 21 24
6	38 94 89 91 104 71 36
3	104 1 78 41
4	29 72 10 83 18
6	75 52 74 63 34 108 2
4	76 21 102 93 53
5	99 65 103 62 91 68
4	63 35 74 75 12
3	59 110 33 6
4	40 21 15 64 47
4	57 102 41 21 74
4	19 76 65 70 10
4	107 7 45 17 90
5	52 74 108 34 63 2
6	103 99 106 13 94 7 31
6	58 103 94 9 96 60 56
4	11 55 65 58 9
4	76 68 35 90 55
4	97 109 85 92 91
4	58 65 55 11 9
3	74 63 75 44
4	74 75 63 34 2
10	13 7 94 99 10 46 60 23 81 50 52
4	103 6 39 18 39
4	41 57 21 35 74
4	83 55 82 103 77
8	84 83 31 103 79 94 51 73 22
3	92 109 97 91
4	88 12 25 24 65
3	23 77 59 6
4	94 107 17 91 38
7	23 38 94 99 32 28 59 54
6	46 33 99 50 7 23 49
12	15 72 11 91 33 46 75 20 34 74 103 39 42
4	63 20 74 75 44
3	50 58 46 62
4	24 59 6 94 37
6	59 65 103 58 11 50 61
4	93 59 39 32 7
3	41 69 68 26
5	103 98 7 24 10 17
3	35 41 21 26
3	39 33 32 7
5	100 11 58 6 37 63
5	68 35 41 42 76 29
5	59 103 6 77 24 37
3	10 98 103 34
6	82 103 58 11 55 83 77
5	15 35 21 33 24 4
7	93 57 39 103 45 94 83 75
6	93 10 103 72 23 99 71
10	6 35 39 13 72 91 94 59 99 41 96
10	99 22 24 86 10 106 103 72 94 91 14
6	25 46 23 15 16 72 67
4	59 58 50 65 61
6	35 17 107 9 45 7 86
3	72 41 15 82
4	103 72 100 29 18
5	103 82 83 44 106 43
9	72 75 24 20 34 103 74 33 11 73
4	94 9 58 103 64
8	34 15 11 46 75 91 33 72 42
4	21 26 6 93 53
4	83 106 103 82 43
4	7 17 45 107 90
4	32 93 33 39 7
5	74 87 9 96 94 56
4	75 108 63 34 2
7	31 84 51 102 73 79 103 22
4	94 46 58 50 62
4	46 23 16 72 67
4	103 29 99 62 68
5	61 39 94 72 5 33
5	50 24 39 60 23 27
7	87 58 60 96 9 74 103 56
6	83 103 51 31 79 84 22
8	7 74 91 13 50 23 39 99 49
3	39 103 40 85
3	21 40 46 47
3	106 91 103 83
3	94 23 110 95
3	103 94 65 64
4	10 103 38 98 34
4	10 38 103 98 34
9	49 103 45 9 11 8 7 94 13 58
5	82 10 44 106 83 43
4	94 81 54 83 30
3	103 94 65 64
3	65 55 11 9
7	103 43 29 94 65 7 10 89
7	11 72 79 50 60 24 23 79
3	98 36 38 34
4	55 65 11 58 9
4	94 107 91 99 38
6	35 62 31 43 14 44 16
3	41 42 15 82
8	50 46 91 55 94 103 76 11 76
7	81 103 24 10 79 91 94 87
3	106 103 10 83
3	25 23 12 65
9	11 60 72 46 79 50 23 62 24 79
10	24 94 88 92 23 110 71 104 46 72 94
6	44 103 106 82 10 83 43
10	7 13 99 46 39 74 23 50 91 33 49
4	13 91 99 67 97
5	84 73 102 94 31 22
11	60 39 59 11 72 52 94 50 24 5 34 60
12	9 73 98 94 7 62 33 17 45 103 8 23 57
4	45 107 66 7 86
6	65 91 62 103 99 29 68
10	50 46 7 91 33 23 13 74 99 10 49
4	63 74 20 75 44
9	32 24 103 94 99 28 59 91 23 54
5	21 35 66 24 33 4
4	10 38 36 103 34
4	64 42 41 72 82
5	83 6 58 11 100 63
10	104 86 89 92 99 95 91 38 24 71 36
3	72 7 91 69
6	59 36 33 58 41 11 59
4	59 33 23 110 6
5	24 50 60 39 23 27
6	10 94 22 51 103 31 32
4	11 83 103 58 77
4	59 6 103 94 45
4	99 72 93 10 71
5	40 50 52 103 24 46
3	107 7 45 25
5	34 93 6 72 26 3
4	103 59 6 94 45
6	33 58 41 36 59 11 59
5	55 58 83 11 103 77
3	46 40 21 47
6	46 21 42 41 68 35 19
3	24 23 88 65
3	19 76 65 10
5	44 35 62 31 14 16
4	11 58 36 59 59
4	21 41 35 68 26
5	1 3 23 74 63 23
4	6 103 94 72 45
4	35 69 21 41 26
5	108 74 75 34 63 2
6	23 103 72 93 99 10 71
6	18 82 59 39 6 103 39
5	59 82 6 18 39 39
4	76 35 21 42 29
4	15 40 46 21 47
3	11 58 46 62
4	41 35 21 68 29
3	91 17 99 38
7	72 86 103 22 106 91 10 14
8	33 82 24 94 72 61 5 39 33
5	39 40 59 6 24 70
8	23 52 5 74 39 75 46 40 81
9	72 62 46 24 60 50 79 18 11 79
4	35 90 68 76 55
5	65 103 62 29 99 68
4	103 6 24 77 37
4	10 103 13 7 31
3	3 78 104 41
4	45 8 49 7 40
4	7 98 45 107 90
4	17 7 69 45 25
4	32 59 93 33 7
12	73 23 9 98 10 61 62 33 17 8 7 94 57
5	7 24 9 13 29 17
5	101 82 35 94 46 11
10	99 13 103 50 91 10 72 94 7 81 52
5	46 91 20 52 39 1
5	93 59 39 72 26 3
4	83 106 103 10 43
4	107 35 45 66 86
6	25 15 23 12 16 72 67
4	58 11 41 33 59
6	55 103 94 23 79 50 51
5	24 46 39 52 91 1
5	23 104 103 33 77 21
5	72 10 29 103 83 18
3	102 41 57 74
4	33 66 35 24 4
6	77 6 59 24 94 103 37
6	23 1 63 104 3 74 23
3	13 72 103 66
4	23 15 61 33 84
9	24 62 79 11 60 72 46 18 23 79
7	24 79 80 106 10 103 91 87
6	75 103 74 24 34 72 73
3	68 35 41 26
6	9 7 45 107 66 17 86
6	94 80 59 103 105 18 80
6	17 46 103 45 14 7 72
4	44 31 14 43 16
4	59 103 11 50 61
5	102 26 21 93 6 53
4	91 107 17 99 38
3	10 103 98 34
5	106 52 39 46 24 1
9	59 23 24 94 91 28 32 99 38 54
3	9 94 58 64
4	94 99 103 10 31
3	109 97 92 91
6	83 58 6 37 11 100 63
3	1 3 104 41
8	103 91 6 99 37 24 67 10 13
5	59 18 105 103 80 80
6	58 94 103 74 96 9 56
4	110 94 89 86 95
4	17 7 45 107 25
4	35 63 20 75 12
4	35 31 14 43 16
4	66 24 15 35 4
4	46 58 11 94 62
6	35 21 46 68 42 41 19
4	94 86 89 110 95
4	45 8 9 49 40
4	60 33 50 39 27
3	9 7 49 40
3	20 74 63 44
5	10 22 51 94 13 32
3	44 82 7 98
6	35 33 15 21 66 24 4
11	23 73 45 103 17 33 62 9 94 7 8 57
7	13 50 39 23 33 91 7 49
5	29 103 43 10 83 89
4	15 66 24 35 4
7	45 83 54 57 93 23 94 75
4	59 6 103 82 39
6	17 7 66 9 45 35 86
4	103 9 65 58 64
9	10 9 98 94 33 61 23 8 73 57
4	76 35 41 42 29
4	37 67 91 99 97
3	57 102 41 74
7	92 71 23 104 86 91 96 15
6	46 101 35 94 82 24 11
4	98 103 38 36 34
7	33 75 34 72 108 103 20 73
9	99 74 46 13 7 91 33 10 39 49
10	59 28 24 99 103 23 38 32 94 91 54
6	53 87 95 92 23 89 88
4	59 77 110 33 6
6	103 55 76 91 46 11 76
7	23 60 72 79 11 62 24 79
5	43 29 10 83 65 89
6	15 33 66 21 35 24 4
3	106 10 91 83
4	23 50 103 94 51
4	18 82 59 6 39
4	27 56 38 53 78
4	94 67 101 72 50
6	15 11 103 74 34 20 73
6	103 99 29 65 91 62 68
6	59 103 11 65 50 58 61
7	18 72 48 41 35 84 102 20
6	37 83 6 11 100 58 63
7	99 22 91 10 94 86 106 14
5	42 24 46 101 72 11
6	71 94 24 104 46 92 94
9	84 72 102 48 18 21 41 35 94 20
7	71 24 86 94 91 89 38 36
4	25 23 24 12 65
4	103 82 44 83 43
7	59 72 6 24 39 26 34 3
8	59 60 39 34 94 23 72 24 60
8	24 93 6 39 59 26 72 34 3
3	9 8 45 40
5	24 39 72 40 59 70
4	35 45 7 17 86
3	83 103 46 85
3	68 35 69 26
8	95 24 96 104 110 23 71 92 15
8	94 24 71 89 91 86 104 95 36
3	98 38 103 34
8	59 51 11 94 54 83 23 103 48
5	23 33 60 39 72 27
3	98 45 7 90
5	106 10 13 7 94 31
8	23 57 82 45 39 83 54 94 75
4	46 42 21 68 19
6	94 51 31 83 102 73 22
4	103 59 77 6 37
10	92 95 86 91 24 110 23 96 104 71 15
4	15 33 21 24 4
6	35 15 33 66 24 21 4
6	10 9 29 7 103 13 17
6	75 108 34 63 74 52 2
3	46 58 94 62
6	103 13 91 94 99 24 13
5	81 103 107 54 83 30
8	21 103 102 51 84 48 94 72 20
5	68 76 35 43 42 29
3	19 70 30 10
7	88 24 46 72 94 92 110 94
3	25 24 12 65
4	41 57 21 102 74
8	103 50 94 41 52 39 24 40 46
7	92 71 23 110 24 104 86 15
3	12 23 24 65
6	83 2 109 38 103 47 8
3	107 91 17 38
6	103 72 99 10 93 23 71
3	17 45 7 90
3	63 20 75 44
5	50 59 58 11 65 61
4	11 58 33 36 59
4	85 92 109 97 91
6	31 94 103 79 51 83 22
6	74 75 108 52 63 34 2
5	18 105 94 103 59 5
4	103 40 83 39 85
3	17 98 7 90
8	31 103 79 84 51 94 102 73 22
6	39 5 52 40 75 46 81
10	11 60 72 10 50 94 7 81 23 33 52
6	103 72 94 24 39 52 46
6	17 94 72 14 103 45 72
6	24 66 21 35 33 15 4
4	94 103 59 24 37
3	41 102 57 74
7	106 103 10 94 91 80 24 87
4	96 38 59 2 35
5	46 40 52 5 39 81
8	103 50 39 72 41 52 94 24 46
4	63 74 75 20 44
3	110 94 86 95
4	21 15 46 40 47
5	10 80 79 24 106 87
9	103 91 24 67 99 13 10 37 94 13
9	94 92 24 71 46 104 23 110 88 94
4	50 11 94 58 62
5	73 104 77 23 33 21
6	60 74 94 58 96 9 56
14	103 13 60 46 10 94 7 81 23 72 91 33 50 11 52
4	103 38 36 10 34
6	103 50 94 68 76 91 76
5	103 2 109 38 47 8
5	55 79 50 103 23 51
4	6 103 94 72 45
4	10 94 7 13 31
7	24 71 95 110 23 96 104 15
3	107 17 99 38
4	103 93 99 23 71
3	33 59 39 7
3	64 42 41 82
5	29 99 103 62 91 68
3	103 94 91 83
3	55 65 11 9
4	32 59 33 93 7
5	21 42 76 35 41 29
5	39 59 6 72 24 70
4	38 56 27 53 78
5	23 11 83 94 59 48
3	55 58 65 9
6	50 58 59 103 65 11 61
8	39 72 59 24 34 6 93 26 3
8	93 82 57 54 45 103 94 39 75
5	21 68 42 35 76 19
6	107 35 7 45 66 9 86
6	5 23 15 103 33 61 84
3	30 76 65 10
8	34 59 24 72 26 6 93 39 3
6	72 33 24 82 39 94 33
4	35 14 44 62 16
6	79 84 94 103 102 83 22
4	87 92 104 23 88
7	62 11 60 23 72 50 46 79
8	9 24 98 103 13 7 10 29 17
3	65 94 58 64
4	15 64 41 72 82
4	97 85 92 109 91
4	58 65 11 55 9
5	46 75 5 23 52 81
12	10 73 45 103 8 49 62 9 13 11 94 7 58
3	104 78 1 41
3	72 99 103 66
3	75 63 74 44
6	76 102 35 21 68 42 24
9	50 79 18 11 23 72 60 24 46 79
9	15 33 108 72 20 74 103 75 11 73
4	11 55 58 65 9
4	23 93 10 72 71
4	109 97 85 92 91
4	72 100 103 83 18
4	99 107 91 94 38
4	103 38 98 10 34
5	33 94 101 23 67 50
7	35 13 91 59 72 99 41 96
4	76 102 6 93 53
10	99 86 24 71 94 92 95 104 91 89 36
4	45 8 49 7 40
9	37 99 24 13 10 91 67 6 94 13
4	35 57 21 102 74
7	99 20 39 91 106 46 52 1
8	94 87 58 60 9 96 103 74 56
4	3 74 1 104 23
4	11 65 55 58 9
4	17 7 45 107 90
4	103 105 18 94 5
